package,status,declaration_version,runtime_package,export_signature_pairs,unique_declarations,distinct_exports,generic_declarations,own_generic_declarations,both_polarities_declarations,first_order_potential_declarations,entry_diagnostic_count,retained_diagnostic_count,exclusion_count,identity,container-element,value-to-container,multiple-arguments,constrained-generic,higher-order,overload-or-discriminated,unsupported
"react-broadcast","extracted-with-diagnostics","0.6.9999","react-broadcast","17","6","15","6","1","0","0","1","1","0","0","0","0","0","0","0","2","6"
"react-burger-menu","extracted-with-diagnostics","2.8.9999","react-burger-menu","55","5","44","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-bytesize-icons","extracted-with-diagnostics","0.12.9999","react-bytesize-icons","520","5","416","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-cache","extracted","2.0.9999","react-cache","3","3","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","3"
"react-calendar-heatmap","extracted-with-diagnostics","1.9.9999","react-calendar-heatmap","6","3","6","3","1","0","0","1","1","0","0","0","0","0","0","0","0","3"
"react-calendar-timeline","extracted-with-diagnostics","0.28.9999","react-calendar-timeline","62","15","53","15","1","0","0","2","2","1","0","0","0","0","0","0","2","15"
"react-canvas-draw","extracted-with-diagnostics","1.2.9999","react-canvas-draw","14","7","14","3","1","0","0","1","1","0","0","0","0","0","0","0","0","7"
"react-cartographer","extracted-with-diagnostics","0.4.9999","react-cartographer","5","5","4","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-chessground","extracted-with-diagnostics","1.5.9999","react-chessground","6","3","6","3","1","0","0","1","1","0","0","0","0","0","0","0","0","3"
"react-circular","extracted","1.0.9999","react-circular","19","19","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19"
"react-click-outside","extracted-with-diagnostics","3.0.9999","react-click-outside","1","1","1","1","1","1","1","1","1","0","1","0","0","0","1","0","0","0"
"react-click-outside-hook","extracted","1.0.9999","react-click-outside-hook","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"react-close-on-escape","extracted-with-diagnostics","3.0.9999","react-close-on-escape","7","6","6","5","1","0","0","1","1","0","0","0","0","0","0","0","2","6"
"react-codemirror","extracted-with-diagnostics","1.0.9999","react-codemirror","5","5","5","3","1","0","0","1","1","1","0","0","0","0","0","0","0","5"
"react-codesandboxer","extracted-with-diagnostics","3.1.9999","react-codesandboxer","7","6","6","5","1","0","0","1","1","0","0","0","0","0","0","0","2","6"
"react-coinhive","extracted-with-diagnostics","1.0.9999","react-coinhive","9","9","8","5","1","0","0","1","1","0","0","0","0","0","0","0","2","9"
"react-collapse","extracted-with-diagnostics","5.0.9999","react-collapse","10","5","8","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-color","extracted-with-diagnostics","3.0.9999","react-color","73","7","59","6","2","0","0","1","1","0","0","0","0","0","0","0","2","7"
"react-column-resizer","extracted-with-diagnostics","1.1.9999","react-column-resizer","6","3","6","3","1","0","0","1","1","0","0","0","0","0","0","0","0","3"
"react-combine-reducers","extracted-with-diagnostics","1.0.9999","react-combine-reducers","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","1"
"react-command-palette","extracted-with-diagnostics","0.18.9999","react-command-palette","6","6","5","5","1","0","0","1","1","0","0","0","0","0","0","0","2","6"
"react-compass","extracted-with-diagnostics","0.1.9999","react-compass","12","7","10","5","1","0","0","1","1","0","0","0","0","0","0","0","2","7"
"react-confirm","extracted-with-diagnostics","0.2.9999","react-confirm","5","5","5","1","1","0","0","1","1","0","0","0","0","0","0","0","0","5"
"react-cookiebot","extracted-with-diagnostics","1.0.9999","react-cookiebot","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"react-cookies","extracted-with-diagnostics","0.1.9999","react-cookies","7","7","7","0","0","0","0","5","5","0","0","0","0","0","0","0","0","7"
"react-copy-to-clipboard","extracted-with-diagnostics","5.0.9999","react-copy-to-clipboard","11","5","10","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-copy-write","extracted-with-diagnostics","0.7.9999","react-copy-write","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","1"
"react-count-to","extracted-with-diagnostics","0.12.9999","react-count-to","6","3","6","3","1","0","0","1","1","0","0","0","0","0","0","0","0","3"
"react-credit-cards","extracted-with-diagnostics","0.8.9999","react-credit-cards","5","5","4","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-css-collapse","extracted-with-diagnostics","3.6.9999","react-css-collapse","1","1","1","0","0","0","0","3","3","1","0","0","0","0","0","0","0","1"
"react-css-modules","extracted","4.6.9999","react-css-modules","4","2","2","1","1","1","1","0","0","1","1","0","0","0","1","0","2","1"
"react-css-transition-replace","extracted-with-diagnostics","2.1.9999","react-css-transition-replace","2","1","2","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"react-csv","extracted-with-diagnostics","1.1.9999","react-csv","10","5","8","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-currency-format","extracted-with-diagnostics","1.0.9999","react-currency-format","6","3","6","3","1","0","0","1","1","0","0","0","0","0","0","0","0","3"
"react-currency-formatter","extracted-with-diagnostics","1.1.9999","react-currency-formatter","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"react-curved-text","extracted-with-diagnostics","2.0.9999","react-curved-text","5","5","4","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-custom-scrollbars","extracted-with-diagnostics","4.0.9999","react-custom-scrollbars","36","18","34","5","1","0","0","1","1","0","0","0","0","0","0","0","2","18"
"react-cytoscapejs","extracted-with-diagnostics","1.2.9999","react-cytoscapejs","6","6","5","5","1","0","0","2","2","0","0","0","0","0","0","0","2","6"
"react-d3-graph","extracted-with-diagnostics","2.6.9999","react-d3-graph","31","27","31","10","1","0","0","1","1","0","0","0","0","0","0","0","0","27"
"react-data-grid","extracted-with-diagnostics","4.0.9999","react-data-grid","123","25","103","15","1","0","0","1","1","2","0","0","0","0","0","0","2","25"
"react-datagrid","extracted-with-diagnostics","1.2.9999","react-datagrid","6","3","6","3","1","0","0","1","1","0","0","0","0","0","0","0","0","3"
"react-date-range","extracted-with-diagnostics","1.4.9999","react-date-range","25","10","21","5","1","0","0","2","2","0","0","0","0","0","0","0","2","10"
"react-dates","extracted-with-diagnostics","21.8.9999","react-dates","33","13","33","2","0","0","0","2","2","0","0","0","0","0","0","0","2","12"
"react-detect-offline","extracted-with-diagnostics","2.4.9999","react-detect-offline","5","2","5","1","0","0","0","1","1","0","0","0","0","0","0","0","0","2"
"react-dev-utils","extracted","9.0.9999","react-dev-utils","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"react-devtools","extracted","3.6.9999","react-devtools","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"react-devtools-inline","extracted-with-diagnostics","4.24.9999","react-devtools-inline","203","140","203","12","6","0","0","1","1","1","0","0","0","0","0","0","5","136"
"react-dnd-scrollzone","extracted-with-diagnostics","5.0.9999","react-dnd-scrollzone","6","4","6","1","1","0","0","1","1","0","0","0","0","0","0","0","0","4"
"react-document-meta","extracted-with-diagnostics","3.0.9999","react-document-meta","5","5","4","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-document-title","extracted-with-diagnostics","2.0.9999","react-document-title","6","3","6","3","1","0","0","1","1","0","0","0","0","0","0","0","0","3"
"react-dom","extracted-with-diagnostics","19.3.9999","react-dom","61","33","58","7","7","4","0","14","1","20","1","0","0","0","1","3","9","29"
"react-dom-factories","extracted-with-diagnostics","1.0.9999","react-dom-factories","346","3","173","2","0","0","0","1","1","0","0","0","0","0","0","0","3","3"
"react-draft-wysiwyg","extracted-with-diagnostics","1.13.9999","react-draft-wysiwyg","84","84","83","3","1","0","0","2","2","0","0","0","0","0","0","0","2","84"
"react-dragtastic","extracted-with-diagnostics","2.4.9999","react-dragtastic","28","9","24","5","1","0","0","1","1","0","0","0","0","0","0","0","2","9"
