package,status,declaration_version,runtime_package,export_signature_pairs,unique_declarations,distinct_exports,generic_declarations,own_generic_declarations,both_polarities_declarations,first_order_potential_declarations,entry_diagnostic_count,retained_diagnostic_count,exclusion_count,identity,container-element,value-to-container,multiple-arguments,constrained-generic,higher-order,overload-or-discriminated,unsupported
"leaflet-deepzoom","extracted","2.0.9999","leaflet-deepzoom","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-draw","extracted","1.0.9999","leaflet-draw","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-editable","extracted","1.2.9999","leaflet-editable","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-freedraw","extracted","2.13.9999","leaflet-freedraw","339","171","121","16","0","0","0","0","0","2","0","0","0","0","0","0","118","154"
"leaflet-freehandshapes","extracted","0.3.9999","leaflet-freehandshapes","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-geocoder-mapzen","extracted-with-diagnostics","1.6.9999","leaflet-geocoder-mapzen","0","0","0","0","0","0","0","2","2","1","0","0","0","0","0","0","0","0"
"leaflet-gpx","extracted","1.3.9999","leaflet-gpx","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-groupedlayercontrol","extracted","0.6.9999","leaflet-groupedlayercontrol","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-imageoverlay-rotated","extracted","0.1.9999","leaflet-imageoverlay-rotated","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-label","extracted-with-diagnostics","0.2.9999","leaflet-label","0","0","0","0","0","0","0","11","11","1","0","0","0","0","0","0","0","0"
"leaflet-loading","extracted","0.1.9999","leaflet-loading","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-mouse-position","extracted","1.2.9999","leaflet-mouse-position","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-pixi-overlay","extracted-with-diagnostics","1.9.9999","leaflet-pixi-overlay","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"leaflet-polylinedecorator","extracted","1.6.9999","leaflet-polylinedecorator","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-providers","extracted","1.2.9999","leaflet-providers","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-rastercoords","extracted","1.0.9999","leaflet-rastercoords","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-responsive-popup","extracted","0.6.9999","leaflet-responsive-popup","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-rotate","extracted","0.2.9999","leaflet-rotate","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-rotatedmarker","extracted","0.2.9999","leaflet-rotatedmarker","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-routing-machine","extracted","3.2.9999","leaflet-routing-machine","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-side-by-side","extracted","2.2.9999","leaflet-side-by-side","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet-textpath","extracted-with-diagnostics","1.2.9999","leaflet-textpath","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"leaflet.awesome-markers","extracted","2.0.9999","leaflet.awesome-markers","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet.chinatmsproviders","extracted","3.0.9999","leaflet.chinatmsproviders","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet.featuregroup.subgroup","extracted","1.0.9999","leaflet.featuregroup.subgroup","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet.gridlayer.googlemutant","extracted","0.4.9999","leaflet.gridlayer.googlemutant","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet.heat","extracted","0.2.9999","leaflet.heat","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet.icon.glyph","extracted","0.2.9999","leaflet.icon.glyph","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet.markercluster","extracted","1.5.9999","leaflet.markercluster","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet.markercluster.layersupport","extracted","1.0.9999","leaflet.markercluster.layersupport","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet.pancontrol","extracted","1.0.9999","leaflet.pancontrol","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet.pattern","extracted","0.1.9999","leaflet.pattern","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet.pm","extracted","0.13.9999","leaflet.pm","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet.polylinemeasure","extracted","1.0.9999","leaflet.polylinemeasure","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet.sync","extracted","0.2.9999","leaflet.sync","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet.utm","extracted","0.0.9999","leaflet.utm","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet.vectorgrid","extracted","1.3.9999","leaflet.vectorgrid","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"leaflet.wms","extracted","0.2.9999","leaflet.wms","173","173","66","0","0","0","0","0","0","0","0","0","0","0","0","0","115","157"
"leakage","extracted","0.4.9999","leakage","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"leapmotionts","extracted","0.7.9999","","2147","132","2147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","132"
"leb128","extracted-with-diagnostics","0.0.9999","leb128","10","10","10","0","0","0","0","5","5","0","0","0","0","0","0","0","0","10"
"ledgerhq__hw-transport-u2f","extracted-with-diagnostics","4.21.9999","@ledgerhq/hw-transport-u2f","2","2","2","0","0","0","0","6","6","0","0","0","0","0","0","0","0","2"
"legal-eagle","extracted","0.15.9999","legal-eagle","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"leo-profanity","extracted","1.5.9999","leo-profanity","8","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7"
"lerna-alias","extracted","3.0.9999","lerna-alias","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"lerna-get-packages","extracted","1.0.9999","lerna-get-packages","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"lerna__child-process","extracted-with-diagnostics","5.1.9999","@lerna/child-process","6","6","6","0","0","0","0","1","1","0","0","0","0","0","0","0","0","6"
"lerna__collect-updates","extracted-with-diagnostics","5.1.9999","@lerna/collect-updates","3","3","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","3"
"lerna__package","extracted","5.1.9999","@lerna/package","8","8","8","2","2","0","0","0","0","0","0","0","0","0","0","0","0","8"
"lerna__package-graph","extracted","5.1.9999","@lerna/package-graph","17","17","17","2","2","0","0","0","0","0","0","0","0","0","0","0","0","17"
"lerna__project","extracted","5.1.9999","@lerna/project","15","13","15","2","2","0","0","0","0","0","0","0","0","0","0","0","0","13"
"lerna__query-graph","extracted","5.1.9999","@lerna/query-graph","6","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"lerna__run-topologically","extracted","5.1.9999","@lerna/run-topologically","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"lesgo","extracted-with-diagnostics","0.7.9999","lesgo","56","56","56","0","0","0","0","14","14","0","0","0","0","0","0","0","2","55"
"less","extracted","3.0.9999","less","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"less-middleware","extracted-with-diagnostics","2.0.9999","less-middleware","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"less2sass","extracted","1.0.9999","less2sass","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"level-codec","extracted","9.0.9999","level-codec","15","13","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13"
"level-errors","extracted","3.0.9999","level-errors","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"level-js","extracted","4.0.9999","level-js","36","18","20","16","0","0","0","0","0","0","0","0","0","0","0","0","15","6"
"level-sublevel","extracted-with-diagnostics","0.0.9999","level-sublevel","5","4","5","0","0","0","0","7","7","0","0","0","0","0","0","0","0","4"
"level-ttl","extracted-with-diagnostics","3.1.9999","level-ttl","52","52","33","52","12","0","0","5","5","0","0","0","0","0","0","0","28","39"
"leveldown","extracted-with-diagnostics","4.0.9999","leveldown","45","41","30","18","0","0","0","5","5","0","0","0","0","0","0","0","26","21"
"levelrunnerrc","extracted","1.0.9999","levelrunnerrc","5","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"levelup","extracted-with-diagnostics","5.1.9999","levelup","90","60","66","58","15","0","0","5","5","0","0","0","0","0","0","0","34","47"
"levenshtein","extracted","1.0.9999","levenshtein","8","4","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"levn","extracted","0.4.9999","levn","4","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"lexicographic-integer","extracted","1.1.9999","lexicographic-integer","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2"
"lfsr","extracted","0.0.9999","lfsr","10","5","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"lgtv2","extracted-with-diagnostics","1.4.9999","lgtv2","52","27","42","14","11","0","0","5","5","0","0","0","0","0","0","0","8","23"
"liamcottle__meshcore.js","extracted-with-diagnostics","1.10.9999","@liamcottle/meshcore.js","1087","139","851","16","10","0","0","5","5","0","0","0","0","0","0","0","27","123"
"libhoney","extracted","4.1.9999","libhoney","14","7","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7"
"libmime","extracted-with-diagnostics","5.3.9999","libmime","15","15","14","0","0","0","0","5","5","0","0","0","0","0","0","0","2","13"
"libnpmdiff","extracted-with-diagnostics","2.0.9999","libnpmdiff","1","1","1","0","0","0","0","6","6","0","0","0","0","0","0","0","0","1"
"libnpmexec","extracted-with-diagnostics","2.0.9999","libnpmexec","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"libnpmpublish","extracted-with-diagnostics","11.2.9999","libnpmpublish","3","3","2","0","0","0","0","7","7","0","0","0","0","0","0","0","2","3"
"libnpmsearch","extracted-with-diagnostics","2.0.9999","libnpmsearch","3","3","2","0","0","0","0","6","6","0","0","0","0","0","0","0","2","3"
"libpq","extracted-with-diagnostics","1.8.9999","libpq","116","58","114","15","12","0","0","5","5","0","0","0","0","0","0","0","2","56"
"libqp","extracted-with-diagnostics","1.1.9999","libqp","3807","127","2069","35","32","3","0","5","5","0","2","0","0","1","2","1","66","108"
"librato-node","extracted","5.0.9999","librato-node","13","13","9","2","2","2","0","0","0","0","0","0","0","0","0","2","6","7"
"libtess","extracted","1.2.9999","libtess","16","16","11","0","0","0","0","0","0","0","0","0","0","0","0","0","6","10"
"libxslt","extracted-with-diagnostics","0.9.9999","libxslt","18","18","4","0","0","0","0","2","2","0","0","0","0","0","0","0","17","5"
"license-checker","extracted","25.0.9999","license-checker","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"license-checker-webpack-plugin","extracted-with-diagnostics","0.2.9999","license-checker-webpack-plugin","3","2","3","0","0","0","0","9","9","0","0","0","0","0","0","0","0","2"
"license-key-gen","extracted","0.1.9999","license-key-gen","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"licensee","extracted","12.0.9999","licensee","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"liferay","extracted","1.0.9999","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"liftoff","extracted-with-diagnostics","4.0.9999","liftoff","62","34","40","15","12","0","0","5","5","0","0","0","0","0","0","0","22","30"
"light-sdk","extracted","1.0.9999","light-sdk","143","72","143","0","0","0","0","0","0","0","0","0","0","0","0","0","6","66"
"lightpick","extracted-with-diagnostics","1.4.9999","lightpick","48","28","48","0","0","0","0","1","1","0","0","0","0","0","0","0","0","28"
"lil-uri","extracted","0.2.9999","lil-uri","27","27","16","0","0","0","0","0","0","0","0","0","0","0","0","0","22","5"
"lil-uuid","extracted","0.1.9999","lil-uuid","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"lime-js","extracted","0.0.9999","lime-js","86","53","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53"
"limestonefi__api","extracted","0.1.9999","@limestonefi/api","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"limit-number","extracted","3.0.9999","limit-number","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"line-by-line","extracted-with-diagnostics","0.1.9999","line-by-line","40","20","36","14","11","0","0","5","5","0","0","0","0","0","0","0","3","20"
"line-column","extracted","1.0.9999","line-column","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"line-navigator","extracted","2.1.9999","line-navigator","11","7","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7"
"line-reader","extracted-with-diagnostics","0.0.9999","line-reader","0","0","0","0","0","0","0","5","5","1","0","0","0","0","0","0","0","0"
"line-segments-intersect","extracted","0.0.9999","line-segments-intersect","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"linear-gradient","extracted","1.0.9999","linear-gradient","4","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"lineclip","extracted","2.0.9999","lineclip","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"linesert","extracted-with-diagnostics","1.0.9999","linesert","4","4","4","0","0","0","0","5","5","0","0","0","0","0","0","0","0","4"
"link2aws","extracted","1.0.9999","link2aws","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"linkify-it","extracted","5.0.9999","linkify-it","37","26","33","0","0","0","0","0","0","3","0","0","0","0","0","0","4","26"
"linkify-markdown","extracted","1.0.9999","linkify-markdown","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"linkifyjs","extracted","2.1.9999","linkifyjs","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"list-git-remotes","extracted-with-diagnostics","1.0.9999","list-git-remotes","5","5","3","0","0","0","0","5","5","0","0","0","0","0","0","0","5","0"
"list-stream","extracted-with-diagnostics","1.0.9999","list-stream","138","69","108","19","16","2","0","5","5","0","1","0","0","1","1","1","31","62"
"list.js","extracted","2.3.9999","list.js","32","19","31","0","0","0","0","0","0","0","0","0","0","0","0","0","2","17"
"listenercount","extracted-with-diagnostics","1.0.9999","listenercount","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"listify","extracted","1.0.9999","listify","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"listr","extracted-with-diagnostics","0.14.9999","listr","25","21","25","19","0","0","0","6","6","0","0","0","0","0","0","0","0","21"
"lite-uuid-v4","extracted","1.0.9999","lite-uuid-v4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"little-loader","extracted","0.2.9999","little-loader","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"live-server","extracted","1.2.9999","live-server","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"livereload","extracted-with-diagnostics","0.9.9999","livereload","179","100","114","73","24","0","0","5","5","0","0","0","0","0","0","0","62","93"
"lls","extracted","0.1.9999","lls","20","20","16","3","3","0","0","0","0","0","0","0","0","0","0","0","8","20"
"lnfs","extracted-with-diagnostics","3.0.9999","lnfs","1","1","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","1"
"load-google-maps-api","extracted","2.0.9999","load-google-maps-api","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"loadable__component","extracted-with-diagnostics","5.13.9999","@loadable/component","11","10","9","9","6","0","0","1","1","0","0","0","0","0","0","0","3","10"
"loadable__server","extracted-with-diagnostics","5.12.9999","@loadable/server","46","20","45","5","1","0","0","1","1","0","0","0","0","0","0","0","2","20"
"loadable__webpack-plugin","extracted-with-diagnostics","5.15.9999","@loadable/webpack-plugin","0","0","0","0","0","0","0","6","6","0","0","0","0","0","0","0","0","0"
"loader-runner","extracted-with-diagnostics","2.2.9999","loader-runner","10","10","10","0","0","0","0","5","5","0","0","0","0","0","0","0","0","10"
"loader-utils","extracted-with-diagnostics","3.0.9999","loader-utils","4","4","4","0","0","0","0","8","8","0","0","0","0","0","0","0","0","4"
