package,status,export_signature_pairs,selected_entries,extracted_entries,missing_entries,diagnostics
bitcoin-computer__lib,extracted-with-diagnostics,262,1,1,0,6
bitcore-lib,extracted-with-diagnostics,928,1,1,0,5
bitcore-lib-cash,extracted-with-diagnostics,2015,1,1,0,5
bitfield-rle,extracted-with-diagnostics,5,1,1,0,5
bittorrent-protocol,extracted-with-diagnostics,183,1,1,0,5
bitwise-xor,extracted-with-diagnostics,1,1,1,0,5
black-engine,extracted,18711,1,1,0,0
blacklist,extracted,2,1,1,0,0
blake2,extracted-with-diagnostics,3814,1,1,0,5
blake2b,extracted,6,1,1,0,0
blake2b-wasm,extracted,17,1,1,0,0
blazor__javascript-interop,extracted,0,1,1,0,0
blazy,extracted,0,1,1,0,0
bleno,extracted-with-diagnostics,32,1,1,0,5
blessed,extracted-with-diagnostics,39811,1,1,0,5
blip-sdk,extracted,47,1,1,0,0
blissfuljs,extracted,0,1,1,0,0
blob-stream,extracted-with-diagnostics,23,1,1,0,5
blob-to-buffer,extracted-with-diagnostics,1,1,1,0,5
blobshape,extracted,1,1,1,0,0
block-stream2,extracted-with-diagnostics,140,1,1,0,5
blocked,extracted-with-diagnostics,1,1,1,0,5
blocked-at,extracted-with-diagnostics,2,1,1,0,5
blockies,extracted,1,1,1,0,0
blocks,extracted-with-diagnostics,0,1,1,0,6
bloem,extracted-with-diagnostics,11,1,1,0,5
bloom-filter,extracted-with-diagnostics,102,1,1,0,5
bloomfilter,extracted,3,1,1,0,0
blue-tape,extracted-with-diagnostics,0,1,1,0,6
bluebird,extracted,666,1,1,0,0
bluebird-global,extracted-with-diagnostics,0,1,1,0,2
bluebird-retry,extracted,1,1,1,0,0
blueimp-load-image,extracted,17,1,1,0,0
blueimp-md5,extracted,1,1,1,0,0
bmapgl-browser,extracted,0,1,1,0,0
bmp-js,extracted-with-diagnostics,182,1,1,0,5
bn.js,extracted-with-diagnostics,568,1,1,0,5
body,extracted-with-diagnostics,3,1,1,0,5
body-parser,extracted-with-diagnostics,10,1,1,0,5
body-parser-xml,extracted-with-diagnostics,1,1,1,0,5
body-scroll-lock,extracted,3,1,1,0,0
bogon,extracted,5,1,1,0,0
bonjour,extracted-with-diagnostics,130,1,1,0,5
boolbase,extracted,2,1,1,0,0
boolean-to-signed,extracted,1,1,1,0,0
boolify-string,extracted,1,1,1,0,0
boom,extracted,39,1,1,0,0
bootbox,extracted,0,1,1,0,0
bootpag,extracted,0,1,1,0,0
bootstrap,extracted-with-diagnostics,180,1,1,0,2
bootstrap-3-typeahead,extracted,0,1,1,0,0
bootstrap-colorpicker,extracted,0,1,1,0,0
bootstrap-datepicker,extracted,0,1,1,0,0
bootstrap-fileinput,extracted,0,1,1,0,0
bootstrap-filestyle,extracted,0,1,1,0,0
bootstrap-growl-ifightcrime,extracted,0,1,1,0,0
bootstrap-icons-react,extracted-with-diagnostics,1120,1,1,0,1
bootstrap-maxlength,extracted,0,1,1,0,0
bootstrap-menu,extracted,5,1,1,0,0
bootstrap-multiselect,extracted,0,1,1,0,0
bootstrap-notify,extracted,0,1,1,0,0
bootstrap-select,extracted,0,1,1,0,0
bootstrap-slider,extracted,28,1,1,0,0
bootstrap-switch,extracted,0,1,1,0,0
bootstrap-toggle,extracted,0,1,1,0,0
bootstrap-touchspin,extracted,0,1,1,0,0
bootstrap-treeview,extracted,0,1,1,0,0
bootstrap-validator,extracted,0,1,1,0,0
bootstrap.paginator,extracted,0,1,1,0,0
bootstrap.timepicker,extracted,0,1,1,0,0
bootstrap.v3.datetimepicker,extracted-with-diagnostics,105,1,1,0,1
bootstrap3-dialog,extracted,0,1,1,0,0
bootstrap4-toggle,extracted,0,1,1,0,0
bounce.js,extracted,13,1,1,0,0
bounds.js,extracted,9,1,1,0,0
box-intersect,extracted,2,1,1,0,0
box2d,extracted,0,1,1,0,0
bpmn-moddle,extracted,25,1,1,0,0
brace-expansion,extracted,1,1,1,0,0
braces,extracted,3,1,1,0,0
brainhubeu__react-carousel,extracted-with-diagnostics,22,1,1,0,1
braintree,extracted-with-diagnostics,168,1,1,0,5
braintree-web,extracted,144,1,1,0,0
braintree-web-drop-in,extracted,21,1,1,0,0
bramus__pagination-sequence,extracted,2,1,1,0,0
branca,extracted-with-diagnostics,1,1,1,0,5
branch-sdk,extracted,24,1,1,0,0
branchy,extracted-with-diagnostics,29,1,1,0,5
breejs__later,extracted,273,1,1,0,0
breeze,extracted,2968,1,1,0,0
bresenham,extracted,2,1,1,0,0
bricks.js,extracted,10,1,1,0,0
bristol,extracted,7,1,1,0,0
bristol-sentry,extracted-with-diagnostics,2,1,1,0,5
brittle,extracted,25,1,1,0,0
bro-fs,extracted,30,1,1,0,0
broccoli-funnel,extracted-with-diagnostics,9,1,1,0,2
broccoli-merge-trees,extracted-with-diagnostics,3,1,1,0,2
broken-link-checker,extracted,34,1,1,0,0
brorand,extracted-with-diagnostics,1,1,1,0,5
brotli,extracted-with-diagnostics,2,1,1,0,5
brotli-webpack-plugin,extracted-with-diagnostics,0,1,1,0,6
browser-bunyan,extracted-with-diagnostics,150,1,1,0,5
browser-fingerprint,extracted,4,1,1,0,0
browser-harness,extracted-with-diagnostics,151,1,1,0,11
browser-lang,extracted,1,1,1,0,0
browser-or-node,extracted,1,1,1,0,0
browser-pack,extracted-with-diagnostics,1,1,1,0,5
browser-report,extracted,0,1,1,0,0
browser-resolve,extracted,4,1,1,0,0
browser-sync,extracted-with-diagnostics,102,1,1,0,8
browser-sync-webpack-plugin,extracted-with-diagnostics,0,1,1,0,11
browser-update,extracted,5,1,1,0,0
browser-util-inspect,extracted,4,1,1,0,0
browserify,extracted-with-diagnostics,45,1,1,0,5
browserify-cipher,extracted-with-diagnostics,54,1,1,0,5
browserslist-useragent,extracted,3,1,1,0,0
bs58grscheck,extracted-with-diagnostics,3,1,1,0,5
bser,extracted-with-diagnostics,315,1,1,0,5
btoa,extracted-with-diagnostics,1,1,1,0,5
btoa-lite,extracted,1,1,1,0,0
buble,extracted-with-diagnostics,1,1,1,0,1
bucks,extracted,0,1,1,0,0
buffer-builder,extracted-with-diagnostics,40,1,1,0,5
buffer-compare,extracted,3,1,1,0,0
buffer-crc32,extracted-with-diagnostics,3,1,1,0,5
buffer-equal,extracted-with-diagnostics,1,1,1,0,5
buffer-from,extracted-with-diagnostics,3,1,1,0,5
buffer-json,extracted,4,1,1,0,0
buffer-json-encoding,extracted-with-diagnostics,4,1,1,0,5
buffer-more-ints,extracted-with-diagnostics,62,1,1,0,5
buffer-reader,extracted-with-diagnostics,44,1,1,0,5
buffer-split,extracted-with-diagnostics,1,1,1,0,5
buffer-to-stream,extracted-with-diagnostics,1,1,1,0,5
buffer-xor,extracted-with-diagnostics,1,1,1,0,5
buffercursor,extracted-with-diagnostics,248,1,1,0,5
bufferhelper,extracted-with-diagnostics,10,1,1,0,5
buffers,extracted-with-diagnostics,20,1,1,0,5
bufferstream,extracted-with-diagnostics,332,1,1,0,5
build-output-script,extracted,1,1,1,0,0
bull-arena,extracted-with-diagnostics,1,1,1,0,7
bullbone,extracted,338,1,1,0,0
bumblebee-hotword,extracted-with-diagnostics,67,1,1,0,5
bump-regex,extracted,2,1,1,0,0
bun,extracted-with-diagnostics,0,1,1,0,1
bundle-id,extracted,2,1,1,0,0
bundle-name,extracted,1,1,1,0,0
bunnymq,extracted,14,1,1,0,0
bunyan,extracted-with-diagnostics,302,1,1,0,5
bunyan-blackhole,extracted-with-diagnostics,1,1,1,0,5
bunyan-config,extracted-with-diagnostics,0,1,1,0,5
bunyan-format,extracted-with-diagnostics,43,1,1,0,5
bunyan-logentries,extracted-with-diagnostics,1,1,1,0,5
bunyan-prettystream,extracted-with-diagnostics,82,1,1,0,5
bunyan-syslog,extracted-with-diagnostics,1,1,1,0,1
bunyan-winston-adapter,extracted-with-diagnostics,1,1,1,0,6
busboy,extracted-with-diagnostics,50,1,1,0,5
business-rules-engine,extracted,49,1,1,0,0
byline,extracted-with-diagnostics,216,1,1,0,5
byte-range,extracted,1,1,1,0,0
byte-size,extracted,3,1,1,0,0
bytebuffer,extracted-with-diagnostics,398,1,1,0,6
bytes,extracted,4,1,1,0,0
bytewise,extracted-with-diagnostics,2,1,1,0,5
c-struct,extracted-with-diagnostics,18,1,1,0,5
c3,extracted,123,1,1,0,0
cabarc,extracted-with-diagnostics,288,1,1,0,5
cacache,extracted-with-diagnostics,123,1,1,0,6
cache-manager-fs-hash,extracted-with-diagnostics,1,1,1,0,1
cache-manager-ioredis,extracted-with-diagnostics,1,1,1,0,3
cache-manager-memcached-store,extracted-with-diagnostics,1,1,1,0,1
cached,extracted-with-diagnostics,6,1,1,0,5
cached-path-relative,extracted,1,1,1,0,0
cadesplugin,extracted,0,1,1,0,0
cadviewer,extracted,850,1,1,0,0
calc-percent,extracted,1,1,1,0,0
calendar,extracted,9,1,1,0,0
calidation,extracted-with-diagnostics,31,1,1,0,1
call-bind,extracted,3,1,1,0,0
callback-to-async-iterator,extracted,1,1,1,0,0
caller,extracted,1,1,1,0,0
callsite,extracted,14,1,1,0,0
calq,extracted,0,1,1,0,0
camelcase-css,extracted,1,1,1,0,0
camelcase-keys-deep,extracted,1,1,1,0,0
camelize,extracted,1,1,1,0,0
camo,extracted-with-diagnostics,12,1,1,0,1
camouflage-rewrite,extracted-with-diagnostics,1,1,1,0,5
camunda-external-task-client-js,extracted,56,1,1,0,0
can-autoplay,extracted,2,1,1,0,0
cancan,extracted,8,1,1,0,0
caniuse-api,extracted,6,1,1,0,0
caniuse-lite,extracted,2,1,1,0,0
cannon,extracted,19441,1,1,0,0
canvas-confetti,extracted,10,1,1,0,0
canvas-fit,extracted,1,1,1,0,0
canvas-gauges,extracted,331,1,1,0,0
canvas-multiline-text,extracted,1,1,1,0,0
canvas-size,extracted,7,1,1,0,0
canvas-txt,extracted,1,1,1,0,0
canvasjs,extracted,68,1,1,0,0
capitalize,extracted,2,1,1,0,0
capture-console,extracted-with-diagnostics,24,1,1,0,5
car-names,extracted,1,1,1,0,0
carbon-components,extracted,225,1,1,0,0
carbon-components-react,extracted-with-diagnostics,480,1,1,0,2
carbon__colors,extracted,1,1,1,0,0
carbon__elements,extracted,14,1,1,0,0
carbon__layout,extracted,7,1,1,0,0
carbon__themes,extracted,0,1,1,0,0
carbon__type,extracted,4,1,1,0,0
carbone,extracted-with-diagnostics,19,1,1,0,5
cardinal,extracted,4,1,1,0,0
carlo,extracted-with-diagnostics,41,1,1,0,6
case-sensitive-paths-webpack-plugin,extracted-with-diagnostics,2,1,1,0,9
caseless,extracted,13,1,1,0,0
cashaddrjs,extracted,3,1,1,0,0
casperjs,extracted,257,1,1,0,0
cassandra-store,extracted-with-diagnostics,50,1,1,0,6
cassanknex,extracted-with-diagnostics,106,1,1,0,7
castv2,extracted-with-diagnostics,120,1,1,0,39
catbox,extracted,25,1,1,0,0
catchpoint-playwright,extracted,0,1,1,0,0
caverphone,extracted,1,1,1,0,0
cavy,extracted-with-diagnostics,28,1,1,0,1
cbor-js,extracted,2,1,1,0,0
ccap,extracted-with-diagnostics,2,1,1,0,5
ccapture.js,extracted,0,1,1,0,0
center-align,extracted,2,1,1,0,0
centra,extracted-with-diagnostics,340,1,1,0,5
cerner__terra-functional-testing,extracted-with-diagnostics,0,1,1,0,1
certstream,extracted,5,1,1,0,0
cesium-china__cesium-map,extracted-with-diagnostics,8,1,1,0,1
cfenv,extracted,6,1,1,0,0
cfn-response,extracted-with-diagnostics,1,1,1,0,1
cfn-response-promise,extracted-with-diagnostics,1,1,1,0,1
chacha20-universal,extracted,4,1,1,0,0
chai,extracted-with-diagnostics,206,1,1,0,1
chai-almost,extracted-with-diagnostics,1,1,1,0,1
chai-arrays,extracted-with-diagnostics,1,1,1,0,1
chai-as-promised,extracted-with-diagnostics,3,1,1,0,1
chai-datetime,extracted-with-diagnostics,1,1,1,0,1
chai-dom,extracted-with-diagnostics,0,1,1,0,1
chai-enzyme,extracted-with-diagnostics,0,1,1,0,7
chai-fs,extracted-with-diagnostics,1,1,1,0,1
chai-fuzzy,extracted-with-diagnostics,1,1,1,0,1
chai-html,extracted-with-diagnostics,1,1,1,0,1
chai-jest-snapshot,extracted-with-diagnostics,12,1,1,0,1
chai-jquery,extracted-with-diagnostics,0,1,1,0,1
chai-json-pattern,extracted-with-diagnostics,0,1,1,0,1
chai-json-schema,extracted-with-diagnostics,0,1,1,0,1
chai-jwt,extracted-with-diagnostics,1,1,1,0,6
chai-like,extracted-with-diagnostics,3,1,1,0,1
chai-match-pattern,extracted-with-diagnostics,3,1,1,0,1
chai-moment,extracted-with-diagnostics,1,1,1,0,1
chai-oequal,extracted-with-diagnostics,0,1,1,0,1
chai-roughly,extracted-with-diagnostics,1,1,1,0,1
chai-snapshot-matcher,extracted-with-diagnostics,0,1,1,0,1
chai-sorted,extracted-with-diagnostics,1,1,1,0,1
chai-spies,extracted-with-diagnostics,0,1,1,0,1
chai-string,extracted-with-diagnostics,1,1,1,0,1
chai-style,extracted-with-diagnostics,1,1,1,0,1
chai-subset,extracted-with-diagnostics,1,1,1,0,3
chai-subset-in-order,extracted-with-diagnostics,1,1,1,0,1
chai-things,extracted-with-diagnostics,0,1,1,0,1
chai-uuid,extracted-with-diagnostics,1,1,1,0,1
chai-xml,extracted-with-diagnostics,1,1,1,0,1
chalk-animation,extracted,12,1,1,0,0
chamaeleonidae__chmln,extracted,3,1,1,0,0
chance,extracted,161,1,1,0,0
change-case-object,extracted,24,1,1,0,0
change-emitter,extracted,28,1,1,0,0
changelog-filename-regex,extracted,0,1,1,0,0
changelog-parser,extracted,1,1,1,0,0
channel-io,extracted,0,1,1,0,0
charcodes,extracted,1,1,1,0,0
charm,extracted-with-diagnostics,38,1,1,0,5
charset,extracted-with-diagnostics,1,1,1,0,5
charset-detector,extracted,2,1,1,0,0
chartjs-color-string,extracted,15,1,1,0,0
chartjs-plugin-colorschemes,extracted-with-diagnostics,0,1,1,0,1
chartjs-plugin-crosshair,extracted-with-diagnostics,0,1,1,0,1
chartjs-plugin-doughnutlabel-rebourne,extracted-with-diagnostics,0,1,1,0,1
chartjs-plugin-trendline,extracted-with-diagnostics,0,1,1,0,2
chartmogul-node,extracted,135,1,1,0,0
chayns,extracted,0,1,1,0,0
chec__commerce.js,extracted,108,1,1,0,0
check-error,extracted,5,1,1,0,0
check-sum,extracted-with-diagnostics,2,1,1,0,5
check-types,extracted,58,1,1,0,0
checkstyle-formatter,extracted,1,1,1,0,0
checksum,extracted,3,1,1,0,0
cheerio-tableparser,extracted-with-diagnostics,1,1,1,0,1
cheet.js,extracted,10,1,1,0,0
chenfengyuan__datepicker,extracted,1,1,1,0,0
chenyfan__cache-db,extracted,6,1,1,0,0
chess.js,extracted,38,1,1,0,0
chessboardjs,extracted,20,1,1,0,0
child-process-promise,extracted-with-diagnostics,117,1,1,0,5
chillout,extracted,14,1,1,0,0
chivox_h5sdk,extracted,0,1,1,0,0
chloride,extracted-with-diagnostics,196,1,1,0,5
chmodr,extracted-with-diagnostics,2,1,1,0,5
chocolatechipjs,extracted,0,1,1,0,0
chosen-js,extracted,0,1,1,0,0
chroma-js,extracted,182,4,4,0,0
chrome,extracted,0,1,1,0,0
chrome-apps,extracted,0,1,1,0,0
chrome-har-capturer,extracted-with-diagnostics,99,1,1,0,5
chrome-location,extracted,0,1,1,0,0
chrome-remote-interface,extracted-with-diagnostics,22,1,1,0,3
chrome-webstore-upload,extracted-with-diagnostics,5,1,1,0,5
chromecast-api,extracted-with-diagnostics,38,1,1,0,5
chromecast-caf-receiver,extracted,261,1,1,0,0
chromecast-caf-sender,extracted-with-diagnostics,0,1,1,0,22
chromedriver,extracted-with-diagnostics,3,1,1,0,5
chui,extracted,0,1,1,0,0
chunk,extracted,1,1,1,0,0
chunk-text,extracted,1,1,1,0,0
cidr-matcher,extracted,6,1,1,0,0
cie-rgb-color-converter,extracted,0,1,1,0,0
cipher-base,extracted-with-diagnostics,4,1,1,0,5
circle-to-polygon,extracted,1,1,1,0,0
circomlibjs,extracted,176,2,2,0,0
circuit-breaker-js,extracted,10,1,1,0,0
circular-dependency-plugin,extracted-with-diagnostics,2,1,1,0,11
cjson,extracted,7,1,1,0,0
ckeditor4,extracted,14395,1,1,0,0
clamav.js,extracted-with-diagnostics,9,1,1,0,5
clamp,extracted,1,1,1,0,0
clamp-js,extracted,1,1,1,0,0
clamp-js-main,extracted,1,1,1,0,0
clamscan,extracted-with-diagnostics,38,1,1,0,5
clarinet,extracted-with-diagnostics,1876,1,1,0,5
classificator,extracted,9,1,1,0,0
cldr,extracted,65,1,1,0,0
cldrjs,extracted,17,1,1,0,0
clean-css,extracted-with-diagnostics,8,1,1,0,6
clean-git-ref,extracted,1,1,1,0,0
clean-regexp,extracted,1,1,1,0,0
clear,extracted,2,1,1,0,0
clearbladejs-node,extracted-with-diagnostics,107,1,1,0,7
clearbladejs-server,extracted,0,1,1,0,0
cleasby-vigfusson-dictionary,extracted,2,1,1,0,0
cleave.js,extracted,12,1,1,0,0
clerk.io,extracted,18,1,1,0,0
clevertap,extracted,2,1,1,0,0
clevertap-web-sdk,extracted,55,1,1,0,0
cli,extracted-with-diagnostics,41,1,1,0,5
cli-box,extracted,2,1,1,0,0
cli-color,extracted,99,1,1,0,0
cli-interact,extracted,10,1,1,0,0
cli-progress,extracted-with-diagnostics,418,1,1,0,5
cli-spinner,extracted-with-diagnostics,30,1,1,0,5
cli-table,extracted,4,1,1,0,0
cli-table2,extracted,2,1,1,0,0
client-sessions,extracted-with-diagnostics,101,1,1,0,5
clientjs,extracted,63,1,1,0,0
cliff,extracted,6,1,1,0,0
clipper-lib,extracted,59,1,1,0,0
clmtrackr,extracted,11,1,1,0,0
clndr,extracted-with-diagnostics,12,1,1,0,1
clockpicker,extracted,0,1,1,0,0
clone,extracted,3,1,1,0,0
clone-deep,extracted,1,1,1,0,0
clone-stats,extracted-with-diagnostics,1,1,1,0,5
cloneable-readable,extracted-with-diagnostics,2,1,1,0,5
cloner,extracted,4,1,1,0,0
closure-compiler,extracted,3,1,1,0,0
cloud-env,extracted,1,1,1,0,0
cloudflare-apps,extracted,0,1,1,0,0
cloudflare-turnstile,extracted,0,1,1,0,0
cloudfour__simple-svg-placeholder,extracted,1,1,1,0,0
cloudinary-uploadwidget-browser,extracted,0,1,1,0,0
cloudmersive-virus-api-client,extracted-with-diagnostics,73,1,1,0,5
clovelced-plugin-audiomanagement,extracted,5,1,1,0,0
clover-format,extracted,0,1,1,0,0
clownface,extracted-with-diagnostics,84,1,1,0,3
cls-hooked,extracted-with-diagnostics,14,1,1,0,5
clui,extracted,21,1,1,0,0
cluster-hub,extracted-with-diagnostics,49,1,1,0,5
clusterize.js,extracted,16,1,1,0,0
clusterize.js-paging,extracted,16,1,1,0,0
cmd-shim,extracted,2,1,1,0,0
co,extracted,4,1,1,0,0
co-body,extracted-with-diagnostics,8,1,1,0,5
co-views,extracted,1,1,1,0,0
code,extracted,56,1,1,0,0
codecs,extracted-with-diagnostics,70,1,1,0,5
codeflask,extracted,8,1,1,0,0
codemirror,extracted,546,1,1,0,0
codependency,extracted-with-diagnostics,4,1,1,0,5
coffeeify,extracted-with-diagnostics,10,1,1,0,5
coffeescript,extracted-with-diagnostics,54,1,1,0,8
coinbase,extracted,109,1,1,0,0
coinbase-commerce-node,extracted,31,1,1,0,0
coingecko-api,extracted,20,1,1,0,0
coinify__currency,extracted,10,1,1,0,0
coinlist,extracted,4,1,1,0,0
coinstring,extracted-with-diagnostics,6,1,1,0,5
colab,extracted,0,1,1,0,0
collections,extracted,0,1,1,0,0
collectionsjs,extracted,39,1,1,0,0
color,extracted-with-diagnostics,182,1,1,0,1
color-check,extracted,10,1,1,0,0
color-diff,extracted,13,1,1,0,0
color-hash,extracted,7,1,1,0,0
color-name,extracted,0,1,1,0,0
color-namer,extracted,2,1,1,0,0
color-rgba,extracted,1,1,1,0,0
color-string,extracted,10,1,1,0,0
color-support,extracted-with-diagnostics,1,1,1,0,5
color-thief-node,extracted,3,1,1,0,0
colorguard,extracted-with-diagnostics,0,1,1,0,1
colormap,extracted,1,1,1,0,0
colornames,extracted,3,1,1,0,0
colorthief,extracted-with-diagnostics,14,1,1,0,5
colresizable,extracted,0,1,1,0,0
columnify,extracted,1,1,1,0,0
com.darktalker.cordova.screenshot,extracted,0,1,1,0,0
com.wikitude.phonegap.wikitudeplugin,extracted,0,1,1,0,0
combinations,extracted,1,1,1,0,0
combine-reducers,extracted,3,1,1,0,0
combine-source-map,extracted,12,1,1,0,0
combined-stream,extracted-with-diagnostics,66,1,1,0,5
combokeys,extracted,0,1,1,0,0
comma-number,extracted,2,1,1,0,0
command-exists,extracted,3,1,1,0,0
command-exists-promise,extracted,1,1,1,0,0
command-line-args,extracted,1,1,1,0,0
command-line-commands,extracted,1,1,1,0,0
command-line-usage,extracted,1,1,1,0,0
command-shell-lib,extracted,13,1,1,0,0
commander-remaining-args,extracted-with-diagnostics,1,1,1,0,1
commangular,extracted,0,1,1,0,0
commercetools__enzyme-extensions,extracted-with-diagnostics,1,1,1,0,4
common-ancestor-path,extracted,1,1,1,0,0
common-errors,extracted-with-diagnostics,116,1,1,0,5
common-prefix,extracted,1,1,1,0,0
common-tags,extracted,69,1,1,0,0
commondir,extracted,2,1,1,0,0
commonmark,extracted,22,1,1,0,0
commonmark-react-renderer,extracted-with-diagnostics,4,1,1,0,1
compact-encoding,extracted,140,1,1,0,0
compact-timezone-list,extracted,0,1,1,0,0
compare,extracted,1,1,1,0,0
compare-func,extracted,1,1,1,0,0
compare-function,extracted,2,1,1,0,0
compare-version,extracted,1,1,1,0,0
compass-vertical-rhythm,extracted,5,1,1,0,0
complex,extracted,64,1,1,0,0
complexviewer,extracted,34,1,1,0,0
compose-function,extracted,4,1,1,0,0
compress-commons,extracted-with-diagnostics,2836,1,1,0,5
compress.js,extracted,4,1,1,0,0
compressible,extracted,1,1,1,0,0
compression,extracted-with-diagnostics,3,1,1,0,5
compression-next,extracted-with-diagnostics,3,1,1,0,5
compute-argmax,extracted,1,1,1,0,0
compute-gcd,extracted,8,1,1,0,0
compute-lcm,extracted,3,1,1,0,0
compute-quantile,extracted,1,1,1,0,0
compute-stdev,extracted,1,1,1,0,0
concat-map,extracted,1,1,1,0,0
concat-stream,extracted-with-diagnostics,6,1,1,0,5
concatjson,extracted-with-diagnostics,3,1,1,0,5
concaveman,extracted,0,1,1,0,0
concurrency-limiter,extracted,6,1,1,0,0
conditional,extracted,34,1,1,0,0
conductor-animate,extracted-with-diagnostics,10,1,1,0,1
confidence,extracted,4,1,1,0,0
config-yaml,extracted-with-diagnostics,1,1,1,0,5
configs-overload,extracted,1,1,1,0,0
configstore,extracted,7,1,1,0,0
configurable,extracted,1,1,1,0,0
confit,extracted,0,1,1,0,0
confusing-browser-globals,extracted,0,1,1,0,0
connect,extracted-with-diagnostics,2089,1,1,0,5
connect-azuretables,extracted-with-diagnostics,26,1,1,0,5
connect-busboy,extracted-with-diagnostics,1,1,1,0,5
connect-datadog,extracted-with-diagnostics,1,1,1,0,6
connect-ensure-login,extracted-with-diagnostics,2,1,1,0,5
connect-flash,extracted-with-diagnostics,0,1,1,0,5
connect-history-api-fallback,extracted-with-diagnostics,251,1,1,0,5
connect-history-api-fallback-exclusions,extracted-with-diagnostics,2,1,1,0,5
connect-livereload,extracted-with-diagnostics,3,1,1,0,5
connect-memcached,extracted-with-diagnostics,139,1,1,0,5
connect-mongodb-session,extracted-with-diagnostics,102,1,1,0,6
connect-pg-simple,extracted-with-diagnostics,103,1,1,0,8
connect-redis,extracted-with-diagnostics,22,1,1,0,8
connect-route,extracted-with-diagnostics,1,1,1,0,5
connect-sequence,extracted-with-diagnostics,10,1,1,0,5
connect-slashes,extracted-with-diagnostics,1,1,1,0,5
connect-sqlite3,extracted-with-diagnostics,1,1,1,0,5
connect-timeout,extracted-with-diagnostics,0,1,1,0,5
connect-trim-body,extracted-with-diagnostics,1,1,1,0,5
console-clear,extracted,1,1,1,0,0
console-log-level,extracted,1,1,1,0,0
console-log-tree,extracted,2,1,1,0,0
console-ui,extracted-with-diagnostics,22,1,1,0,9
consolidate,extracted-with-diagnostics,1,1,1,0,5
consolidated-events,extracted,1,1,1,0,0
consumable-stream,extracted-with-diagnostics,10,1,1,0,5
consumer-data-standards,extracted,0,1,1,0,0
contained-periodic-values,extracted,1,1,1,0,0
contains-path,extracted,1,1,1,0,0
content-disposition,extracted,2,1,1,0,0
contentful-resolve-response,extracted,1,1,1,0,0
contextjs,extracted,4,1,1,0,0
continuation-local-storage,extracted-with-diagnostics,15,1,1,0,5
contrast-color,extracted,3,1,1,0,0
conventional-changelog,extracted-with-diagnostics,1,1,1,0,5
